latitude,longitude
40.9996747,28.8809267
40.9763111,28.8568492
40.9777634,28.8736144
40.9783957,28.873398
40.9582467,28.822703
40.9574417,28.8311334
40.9590034,28.8224151
40.9597864,28.8228318
40.9616386,28.8247931
40.9884602,28.8301949
40.9578719,28.8320835
40.9604346,28.8390294
40.9633001,28.8386764
40.9638535,28.8387953
40.9605059,28.8396221
40.9826808,28.8605226
40.9990004,28.8851539
40.9970598,28.8730205
40.9968421,28.8730542
40.9958283,28.8702356
40.995839,28.8705182
40.9949147,28.8731503
40.9939009,28.8702377
40.9941086,28.8702279
40.9641083,28.8364562
40.9644259,28.8379108
40.9647137,28.8374613
40.9644374,28.8374124
40.9637431,28.8386566
40.9643743,28.8380139
40.9646292,28.8371151
40.9621338,28.8412883
40.9643168,28.8381253
40.9645864,28.8371814
40.9635345,28.8393193
40.9639119,28.8379133
40.9638938,28.8384117
40.9592828,28.8380666
40.9592935,28.8381332
40.9593877,28.8380438
40.9777637,28.8705791
40.965028,28.7987029
40.9839721,28.7949948
40.9770274,28.8184568
40.9642986,28.8032579
40.9778013,28.822716
40.9779743,28.8178554
40.9777148,28.8180694
40.9952677,28.8749473
40.9847428,28.8248133
40.98816,28.88538
40.9623121,28.8246664
40.9952965,28.873511
40.9581205,28.8265885
40.9798712,28.7947297
40.9789146,28.8822527
40.9634729,28.8389478
40.9801409,28.8790967
40.9921728,28.8821403
40.9917232,28.8810059
40.9790016,28.8551841
40.9918945,28.882224
40.9848111,28.8467372
40.9806466,28.7930907
40.9836264,28.8735335
40.9698833,28.7962638
40.9811478,28.7945673
40.9834829,28.7793373
40.9783056,28.8726889
40.9806161,28.8813541
40.9769999,28.8731354
40.9882175,28.8696123
40.9886759,28.8726511
40.9785141,28.8781825
40.9837895,28.8723881
40.975411,28.875396
40.9783377,28.872043
40.9785058,28.8738037
40.9796507,28.8708518
40.9787775,28.8717777
40.9782979,28.8718339
40.9888407,28.8745709
40.9863646,28.876224
40.9778504,28.8733835
40.9899167,28.8766539
40.958491,28.8213739
40.9587792,28.8235367
40.9777831,28.8716627
40.9788965,28.8499143
40.9887835,28.8457548
40.9776541,28.8822207
40.9623988,28.8071983
40.9609936,28.8090539
40.9617844,28.8054256
40.9601178,28.809844
40.962693,28.8122814
40.9747062,28.8686246
40.9746684,28.8689403
40.9648735,28.841199
40.9645948,28.8435498
40.9807205,28.7932132
40.9713822,28.8739393
40.9828526,28.8842801
40.9711413,28.7909615
40.97927,28.7928752
40.9792557,28.7921001
40.9817426,28.7941445
40.9988754,28.8861895
40.9881351,28.8854146
40.988276,28.8694411
40.9882465,28.8690974
40.9880178,28.8683604
40.9888223,28.8715157
40.9877005,28.8688999
40.9873666,28.8724886
40.9873229,28.8720542
40.9870192,28.872069
40.9868541,28.8720623
40.9819302,28.8764375
40.9821023,28.8765005
40.985907,28.8684862
40.9857981,28.8721642
40.9855777,28.872191
40.9859478,28.8725227
40.9855608,28.8725432
40.9846376,28.8688867
40.9838916,28.8727381
40.983607,28.8733291
40.9838114,28.8722815
40.9850991,28.8695778
40.9856794,28.8692058
40.9896484,28.8714295
40.989837,28.8714528
40.9899445,28.8712683
40.990535,28.8709695
40.9887564,28.8715022
40.9884096,28.8716303
40.9882086,28.8717746
40.988359,28.8716079
40.9886705,28.8720023
40.9886759,28.8727666
40.9859305,28.8796646
40.9859154,28.8795402
40.985727,28.8798991
40.9856329,28.8784152
40.992311,28.8815543
40.9775101,28.872044
40.9785717,28.8765102
40.9836416,28.8683908
40.9994306,28.8811049
40.9786629,28.8742329
40.974627,28.869013
40.979322,28.819251
40.996709,28.886065
40.9745579,28.874323
40.9877235,28.883948
40.9620346,28.8145922
40.9566072,28.8309306
40.960239,28.8251502
40.9649535,28.8371095
40.9594402,28.8230834
40.9550316,28.8222917
40.9606759,28.8172115
40.9584439,28.8228816
40.9579447,28.8229258
40.958216,28.8214038
40.9575548,28.8218746
40.9598876,28.8250973
40.9616598,28.8246024
40.9589575,28.823322
40.9599839,28.8247761
40.9649954,28.8370815
40.959937,28.8125445
40.9812205,28.7933868
40.9812244,28.793055
40.9656294,28.7983159
40.9745811,28.8708576
40.9792325,28.8741253
40.9788131,28.8739922
40.9789578,28.8729743
40.9792571,28.8743846
40.9793452,28.8740787
40.9780264,28.8738098
40.9776291,28.8722169
40.9779604,28.8733179
40.9803256,28.8744529
40.9788762,28.8745143
40.9831785,28.8724561
40.9833092,28.872453
40.9834887,28.8723562
40.9875821,28.8724505
40.9873939,28.8720551
40.9848888,28.8721759
40.9812536,28.7938515
40.9780684,28.8697554
40.9780793,28.870155
40.9784248,28.8756555
40.9765847,28.7763335
40.9745982,28.8702489
40.9590617,28.8225457
40.9589498,28.8163794
40.9587649,28.8176937
40.9592896,28.8227084
40.9614318,28.8218412
40.963691,28.8374008
40.9638369,28.8375406
40.978595,28.8506816
40.98434,28.8537682
40.983958,28.851753
40.9596479,28.8195733
40.9598242,28.8214068
40.9611802,28.8226804
40.982196,28.86022
40.9835557,28.8483355
40.9585486,28.8220922
40.9609892,28.8243747
40.9595128,28.8319946
40.9590502,28.8348018
40.9790565,28.8545504
40.9822095,28.8598884
40.9773986,28.8214308
40.9773216,28.8195526
40.9778533,28.8198463
40.9779353,28.8249388
40.9800314,28.7806691
40.9916607,28.8380623
40.9853444,28.785827
40.9786705,28.8831548
40.9779355,28.8826677
40.9881116,28.8842153
40.9920052,28.8332033
40.9802215,28.8815492
40.976105,28.8750336
40.9912512,28.8701087
40.9963122,28.8727063
40.9790655,28.8546758
40.9775694,28.8755457
40.9869636,28.8690644
40.9785973,28.879611
40.993736,28.8850979
40.9915181,28.869792
40.9823305,28.8702707
40.9791867,28.884472
40.9729137,28.877499
40.9772292,28.8183518
40.9772329,28.8184065
40.9872678,28.8504469
40.9760208,28.8800254
40.9794283,28.8492617
40.9794566,28.8492702
40.9794698,28.8492917
40.9794759,28.8493238
40.985173,28.834129
40.9959373,28.8747284
40.9909695,28.8708226
40.9996573,28.8846743
40.9613446,28.8229681
40.9782396,28.8199772
40.9638349,28.8266518
40.9640659,28.8266421
40.9636213,28.8265781
40.963487,28.8257578
40.963668,28.8251534
40.9637422,28.8244433
40.9639327,28.8244128
40.9638549,28.8253198
40.9639938,28.825925
40.9640659,28.825897
40.9647294,28.8262827
40.9649457,28.8262578
40.9648189,28.8256926
40.9648004,28.8253664
40.9646617,28.8246592
40.9637026,28.8249059
40.9639117,28.8245587
40.9646937,28.8249591
40.9646679,28.8248245
40.9635264,28.8259952
40.9635045,28.8253827
40.9636395,28.8256252
40.9637206,28.8246525
40.9638774,28.8251121
40.9638272,28.8254685
40.9638205,28.8258354
40.9644738,28.825573
40.9647099,28.8251255
40.9636686,28.8260707
40.9637143,28.8265939
40.9638931,28.8248521
40.9646317,28.8245128
40.9632247,28.8265234
40.9769437,28.8192155
40.9766751,28.8182933
40.9818424,28.8614659
40.9916992,28.8168082
40.9843663,28.7832274
40.9715233,28.8738517
40.9997593,28.8818659
40.9991351,28.8828712
40.9897859,28.8698125
40.9786467,28.8507648
40.978506,28.850728
40.9787247,28.8506234
40.978671,28.8498712
40.9784147,28.8507999
40.9783376,28.8508575
40.978433,28.8500719
40.9844376,28.8466855
40.9845597,28.8466813
40.9846369,28.8466787
40.9850439,28.8468714
40.9849462,28.8467102
40.9850389,28.8475838
40.9853803,28.8404438
40.9920204,28.8813608
40.9811511,28.867772
40.9804413,28.8679916
40.9811122,28.8729032
40.9811717,28.873234
40.9811677,28.7942226
40.9908725,28.8828802
40.9861552,28.7896822
40.9862167,28.7900327
40.9805846,28.8707027
40.9790953,28.8725699
40.9797611,28.8728559
40.9562228,28.8219926
40.9850769,28.796567
40.9772251,28.8220427
40.9773346,28.8218377
40.9772516,28.8218426
40.9770726,28.8195414
40.976971,28.8193799
40.9769581,28.8192924
40.9766539,28.8181405
40.9768535,28.8194151
40.9766252,28.8175859
40.976612,28.8174872
40.9765924,28.8173647
40.9765681,28.8159981
40.9765188,28.8163098
40.9765366,28.8170161
40.9779198,28.8168847
40.976894,28.8171622
40.9779959,28.8168651
40.9765945,28.81645
40.9767861,28.8171479
40.9769694,28.8171384
40.9854207,28.8342795
40.9887282,28.8743354
40.9926012,28.8696622
40.9994588,28.8812079
40.9603332,28.8075539
40.9778702,28.8737147
40.9930233,28.8702326
40.9931312,28.8702265
40.9905497,28.8709567
40.9838073,28.8723936
40.9823205,28.8729133
40.9846359,28.8725837
40.9845719,28.872589
40.9847477,28.8725744
40.9793466,28.8743738
40.9795931,28.8742047
40.9781953,28.8740636
40.9654838,28.7974552
40.9604798,28.8068199
40.9566581,28.8139743
40.9598623,28.8069422
40.9599789,28.8067722
40.9663536,28.7958912
40.9706413,28.7904536
40.9580802,28.8095699
40.9562678,28.8140195
40.9603359,28.807076
40.9862253,28.7965044
40.9859684,28.7963505
40.9585773,28.8216432
40.9566179,28.8338229
40.9567711,28.8330566
40.9936386,28.8153093
40.957595,28.8116972
40.9605018,28.8084395
40.9641376,28.8029439
40.964248,28.8004719
40.9861043,28.7964264
40.9864848,28.7964183
40.9840175,28.7955319
40.983631,28.7952811
40.9821808,28.7944301
40.9858424,28.7966225
40.9833438,28.7952272
40.9828899,28.7945255
40.9806361,28.793399
40.9807142,28.7934454
40.980714,28.7931197
40.9785846,28.8760656
40.9785593,28.8750147
40.9785074,28.8755372
40.9785282,28.8757829
40.97944,28.8770905
40.9785122,28.8754523
40.9785151,28.8757061
40.9571172,28.8241796
40.9918889,28.835294
40.9918412,28.8385636
40.9599241,28.8193804
40.9598998,28.8196226
40.9844528,28.8685523
40.9568914,28.8206217
40.9570251,28.8213995
40.9570312,28.8202274
40.9581959,28.8202676
40.9919168,28.8703206
40.9807649,28.8735867
40.980765,28.8736106
40.980768,28.8736735
40.9807671,28.8736423
40.9807684,28.873701
40.9794798,28.8739903
40.9787668,28.8746016
40.9789911,28.8744709
40.9787056,28.8742274
40.9822575,28.8729503
40.9795521,28.8739651
40.9787338,28.8742101
40.9790015,28.8741695
40.9796636,28.8739975
40.9784124,28.8744815
40.9792884,28.8740987
40.9791016,28.8741482
40.9784928,28.8743002
40.9789144,28.8742089
40.9788544,28.8742029
40.9790149,28.8743609
40.9783979,28.8743246
40.9787176,28.8745264
40.9789958,28.8741913
40.9783063,28.8743697
40.9787522,28.8745236
40.9794157,28.8740451
40.9794146,28.8742477
40.9785946,28.8742787
40.9799406,28.8739731
40.9796481,28.8741939
40.9790511,28.8744629
40.9813505,28.8738491
40.9801446,28.8739038
40.9799075,28.8739883
40.9802033,28.8741404
40.9802926,28.8741256
40.9801438,28.8741848
40.9801493,28.874153
40.9798194,28.874259
40.9799866,28.8741979
40.9802758,28.8741289
40.9796975,28.8742805
40.9797749,28.8743384
40.9801798,28.8741403
40.9795026,28.8742189
40.9797349,28.8740005
40.979692,28.8740015
40.9799077,28.8742246
40.9802418,28.8741331
40.9795797,28.8739729
40.974868,28.7789963
40.9751029,28.7785108
40.9750533,28.7788823
40.9728617,28.7851144
40.9751829,28.7897064
40.9790162,28.7870067
40.9799237,28.7849323
40.9992971,28.8858042
40.9824371,28.8602524
40.9663915,28.8301834
40.9590157,28.8229236
40.9859461,28.831317
40.9859975,28.8309598
40.9872078,28.8725117
40.9898586,28.8713347
40.9872268,28.8725084
40.9908692,28.8709577
40.9882529,28.8722274
40.9895682,28.8715109
40.9951628,28.8697602
40.9647651,28.837433
40.9792449,28.8833122
40.9817051,28.8834424
40.9817053,28.8834831
40.9799131,28.8818099
40.9800538,28.8829534
40.9818657,28.8843522
40.9809929,28.8819092
40.9791379,28.8829045
40.974382,28.8756752
40.9643343,28.8012378
40.9652921,28.7990062
40.9624016,28.804138
40.9624299,28.8041098
40.962354,28.8035419
